Name           Surname        HW1            HW2            HW3            HW4            HW5            HW6            Exam           
Name5273       Surname5273    2              4              0              9              6              0              5              
Name5274       Surname5274    5              3              8              10             0              4              9              
Name5275       Surname5275    2              2              0              7              8              4              1              
Name5276       Surname5276    1              5              0              4              10             4              1              
Name5277       Surname5277    3              1              2              8              2              0              8              
Name5278       Surname5278    4              1              10             5              1              9              0              
Name5279       Surname5279    3              7              9              3              1              4              2              
Name5280       Surname5280    9              7              2              9              0              10             5              
Name5281       Surname5281    4              4              5              9              3              6              6              
Name5282       Surname5282    1              3              8              6              9              4              1              
Name5283       Surname5283    2              9              6              1              7              4              7              
Name5284       Surname5284    10             1              1              7              6              3              4              
Name5285       Surname5285    9              1              4              5              6              8              1              
Name5286       Surname5286    9              10             9              4              9              0              8              
Name5287       Surname5287    0              3              4              7              2              2              10             
Name5288       Surname5288    1              5              5              0              8              9              1              
Name5289       Surname5289    4              7              9              2              4              10             8              
Name5290       Surname5290    7              8              3              4              3              6              6              
Name5291       Surname5291    4              8              5              4              4              5              0              
Name5292       Surname5292    2              6              4              2              6              1              1              
Name5293       Surname5293    6              3              8              4              5              5              0              
Name5294       Surname5294    5              2              9              4              1              4              9              
Name5295       Surname5295    1              6              5              7              10             9              4              
Name5296       Surname5296    10             8              2              3              9              2              3              
Name5297       Surname5297    6              5              5              2              3              5              2              
Name5298       Surname5298    3              10             10             9              3              5              3              
Name5299       Surname5299    8              7              0              0              10             6              0              
Name5300       Surname5300    0              10             5              6              0              9              8              
Name5301       Surname5301    1              6              8              0              4              9              2              
Name5302       Surname5302    3              6              3              9              10             6              7              
Name5303       Surname5303    2              1              8              10             7              3              0              
Name5304       Surname5304    8              0              6              3              6              3              3              
Name5305       Surname5305    4              1              1              10             2              5              5              
Name5306       Surname5306    3              9              10             9              1              8              7              
Name5307       Surname5307    6              10             8              7              8              8              2              
Name5308       Surname5308    3              10             7              1              8              3              8              
Name5309       Surname5309    6              5              6              2              0              1              6              
Name5310       Surname5310    5              6              10             6              8              0              8              
Name5311       Surname5311    2              0              9              10             8              1              0              
Name5312       Surname5312    9              7              4              5              4              9              3              
Name5313       Surname5313    3              3              9              3              1              9              9              
Name5314       Surname5314    8              7              6              5              9              10             2              
Name5315       Surname5315    7              8              2              8              3              5              2              
Name5316       Surname5316    0              1              10             4              5              9              5              
Name5317       Surname5317    5              10             6              6              3              2              6              
Name5318       Surname5318    2              0              0              10             7              5              7              
Name5319       Surname5319    1              7              1              6              3              7              4              
Name5320       Surname5320    3              7              4              9              5              8              9              
Name5321       Surname5321    8              5              3              9              8              0              9              
Name5322       Surname5322    8              2              1              1              2              6              2              
Name5323       Surname5323    9              8              5              0              0              10             9              
Name5324       Surname5324    8              7              6              8              10             7              10             
Name5325       Surname5325    10             7              1              1              10             4              1              
Name5326       Surname5326    7              4              5              5              8              7              8              
Name5327       Surname5327    1              10             6              0              7              7              5              
Name5328       Surname5328    0              0              10             9              3              7              6              
Name5329       Surname5329    2              1              0              6              5              1              5              
Name5330       Surname5330    7              7              2              10             5              7              8              
Name5331       Surname5331    6              7              6              10             2              8              3              
Name5332       Surname5332    10             5              9              1              5              1              5              
Name5333       Surname5333    8              9              10             3              0              8              8              
Name5334       Surname5334    3              7              4              7              4              8              8              
Name5335       Surname5335    1              0              8              10             3              1              4              
Name5336       Surname5336    10             6              3              8              8              1              9              
Name5337       Surname5337    9              10             7              5              2              3              9              
Name5338       Surname5338    7              10             3              10             5              5              1              
Name5339       Surname5339    4              3              10             3              7              7              7              
Name5340       Surname5340    3              1              7              4              4              5              5              
Name5341       Surname5341    9              1              3              6              10             7              0              
Name5342       Surname5342    5              10             4              6              10             0              10             
Name5343       Surname5343    10             4              8              3              10             8              10             
Name5344       Surname5344    8              5              10             6              5              7              9              
Name5345       Surname5345    8              0              4              4              8              8              0              
Name5346       Surname5346    1              0              1              9              0              4              2              
Name5347       Surname5347    8              6              2              5              6              2              7              
Name5348       Surname5348    6              7              3              3              6              1              6              
Name5349       Surname5349    6              9              0              10             6              6              1              
Name5350       Surname5350    9              2              7              4              5              5              7              
Name5351       Surname5351    1              2              3              10             0              10             5              
Name5352       Surname5352    0              4              3              0              0              1              2              
Name5353       Surname5353    10             10             10             0              7              1              0              
Name5354       Surname5354    10             0              7              5              6              2              0              
Name5355       Surname5355    10             3              7              2              10             6              0              
Name5356       Surname5356    5              6              8              5              7              6              0              
Name5357       Surname5357    8              7              1              6              1              4              5              
Name5358       Surname5358    7              0              0              4              0              0              7              
Name5359       Surname5359    7              0              7              7              3              0              9              
Name5360       Surname5360    2              6              7              1              4              3              2              
Name5361       Surname5361    2              8              5              4              6              8              6              
Name5362       Surname5362    5              8              3              0              6              3              2              
Name5363       Surname5363    3              8              0              2              0              8              3              
Name5364       Surname5364    0              5              2              4              9              6              7              
Name5365       Surname5365    0              8              0              10             4              5              3              
Name5366       Surname5366    9              6              6              8              6              10             5              
Name5367       Surname5367    6              0              9              9              9              0              7              
Name5368       Surname5368    8              2              8              0              4              1              0              
Name5369       Surname5369    7              5              7              2              3              3              10             
Name5370       Surname5370    3              9              4              1              10             4              4              
Name5371       Surname5371    4              7              8              3              5              6              2              
Name5372       Surname5372    7              9              1              3              3              0              5              
Name5373       Surname5373    7              0              0              6              9              6              0              
Name5374       Surname5374    8              1              3              4              0              4              10             
Name5375       Surname5375    6              7              8              6              6              1              2              
Name5376       Surname5376    0              3              0              5              9              8              6              
Name5377       Surname5377    6              4              5              4              8              6              6              
Name5378       Surname5378    7              0              0              8              6              1              6              
Name5379       Surname5379    0              3              7              10             9              3              6              
Name5380       Surname5380    8              7              5              1              1              0              9              
Name5381       Surname5381    6              8              6              5              8              2              9              
Name5382       Surname5382    7              3              5              3              2              7              2              
Name5383       Surname5383    2              3              5              10             4              1              1              
Name5384       Surname5384    9              4              7              3              7              6              7              
Name5385       Surname5385    5              10             6              8              0              4              4              
Name5386       Surname5386    8              4              5              5              6              9              5              
Name5387       Surname5387    4              9              7              0              1              4              5              
Name5388       Surname5388    10             10             5              9              7              8              9              
Name5389       Surname5389    9              10             7              0              1              1              1              
Name5390       Surname5390    6              9              3              8              4              8              6              
Name5391       Surname5391    2              8              1              5              0              10             4              
Name5392       Surname5392    4              4              4              4              7              4              2              
Name5393       Surname5393    0              0              7              0              8              3              4              
Name5394       Surname5394    2              1              3              4              9              9              0              
Name5395       Surname5395    1              2              4              4              9              3              7              
Name5396       Surname5396    1              4              8              6              3              10             4              
Name5397       Surname5397    6              1              7              10             7              4              1              
Name5398       Surname5398    10             7              9              7              1              0              5              
Name5399       Surname5399    8              10             7              10             4              7              3              
Name5400       Surname5400    6              6              7              1              5              4              6              
Name5401       Surname5401    6              7              3              7              1              6              0              
Name5402       Surname5402    1              10             3              4              7              1              4              
Name5403       Surname5403    3              2              8              1              4              0              9              
Name5404       Surname5404    8              6              0              2              3              8              6              
Name5405       Surname5405    1              7              5              3              4              8              8              
Name5406       Surname5406    1              4              9              8              1              7              4              
Name5407       Surname5407    0              7              7              1              7              9              1              
Name5408       Surname5408    6              2              5              4              3              9              8              
Name5409       Surname5409    10             1              8              0              0              7              2              
Name5410       Surname5410    8              0              8              2              4              4              6              
Name5411       Surname5411    7              1              0              6              6              7              10             
Name5412       Surname5412    3              0              3              8              6              8              1              
Name5413       Surname5413    7              4              8              8              0              5              6              
Name5414       Surname5414    3              5              9              4              7              2              2              
Name5415       Surname5415    5              3              1              0              2              1              9              
Name5416       Surname5416    6              10             7              2              2              1              9              
Name5417       Surname5417    4              5              6              8              4              10             0              
Name5418       Surname5418    2              4              2              1              4              8              6              
Name5419       Surname5419    10             5              3              2              10             1              10             
Name5420       Surname5420    8              10             10             2              6              2              2              
Name5421       Surname5421    1              1              7              2              9              5              3              
Name5422       Surname5422    10             1              9              4              7              4              10             
Name5423       Surname5423    6              4              7              2              2              8              8              
Name5424       Surname5424    8              9              4              8              1              7              3              
Name5425       Surname5425    8              4              9              0              0              7              10             
Name5426       Surname5426    2              5              10             0              3              3              5              
Name5427       Surname5427    2              9              1              8              5              7              3              
Name5428       Surname5428    2              4              4              9              10             9              0              
Name5429       Surname5429    7              10             1              7              7              4              2              
Name5430       Surname5430    3              3              3              0              7              2              1              
Name5431       Surname5431    0              0              7              9              6              2              8              
Name5432       Surname5432    3              3              0              1              4              3              7              
Name5433       Surname5433    0              0              8              2              7              2              10             
Name5434       Surname5434    7              6              6              1              3              3              7              
Name5435       Surname5435    6              10             2              7              7              5              6              
Name5436       Surname5436    5              3              1              1              8              1              6              
Name5437       Surname5437    5              2              7              5              4              4              6              
Name5438       Surname5438    7              6              4              1              2              3              6              
Name5439       Surname5439    7              0              6              6              1              2              6              
Name5440       Surname5440    1              7              5              3              7              10             6              
Name5441       Surname5441    5              2              10             9              9              8              9              
Name5442       Surname5442    5              8              2              7              2              4              6              
Name5443       Surname5443    6              7              7              5              9              6              0              
Name5444       Surname5444    9              0              9              3              4              9              0              
Name5445       Surname5445    5              8              8              7              9              1              0              
Name5446       Surname5446    6              2              6              9              3              7              3              
Name5447       Surname5447    6              3              1              10             0              9              5              
Name5448       Surname5448    1              3              5              2              5              10             7              
Name5449       Surname5449    2              10             4              8              5              7              7              
Name5450       Surname5450    3              1              5              0              0              0              0              
Name5451       Surname5451    5              2              9              10             9              3              5              
Name5452       Surname5452    6              7              4              2              10             5              4              
Name5453       Surname5453    2              5              6              8              4              10             5              
Name5454       Surname5454    3              7              8              4              1              1              0              
Name5455       Surname5455    5              6              5              0              1              9              2              
Name5456       Surname5456    2              5              5              5              6              6              1              
Name5457       Surname5457    9              8              4              8              4              10             5              
Name5458       Surname5458    7              8              3              7              9              2              1              
Name5459       Surname5459    3              6              10             0              6              3              8              
Name5460       Surname5460    6              1              9              1              4              7              9              
Name5461       Surname5461    8              3              6              3              7              3              0              
Name5462       Surname5462    9              9              2              4              8              3              1              
Name5463       Surname5463    10             9              6              4              6              1              4              
Name5464       Surname5464    2              4              2              10             3              4              6              
Name5465       Surname5465    5              10             7              4              3              4              1              
Name5466       Surname5466    3              8              6              7              8              8              5              
Name5467       Surname5467    4              8              6              5              10             3              10             
Name5468       Surname5468    6              1              10             4              0              3              10             
Name5469       Surname5469    2              3              5              7              7              3              1              
Name5470       Surname5470    8              7              1              5              2              2              4              
Name5471       Surname5471    9              5              1              1              8              8              9              
Name5472       Surname5472    9              2              1              5              9              3              1              
Name5473       Surname5473    6              7              0              3              9              2              9              
Name5474       Surname5474    9              3              10             10             6              5              2              
Name5475       Surname5475    5              1              10             1              3              8              0              
Name5476       Surname5476    9              10             7              5              3              8              0              
Name5477       Surname5477    4              2              6              5              0              8              3              
Name5478       Surname5478    5              6              5              6              5              10             7              
Name5479       Surname5479    0              4              7              4              9              8              3              
Name5480       Surname5480    6              0              4              8              2              8              6              
Name5481       Surname5481    5              6              6              10             0              0              8              
Name5482       Surname5482    10             2              4              3              2              7              8              
Name5483       Surname5483    4              10             2              1              5              3              9              
Name5484       Surname5484    3              9              9              9              5              1              8              
Name5485       Surname5485    1              7              9              2              6              10             4              
Name5486       Surname5486    8              4              7              9              10             1              5              
Name5487       Surname5487    1              3              0              8              10             4              2              
Name5488       Surname5488    3              0              6              5              10             5              0              
Name5489       Surname5489    10             8              0              3              1              3              6              
Name5490       Surname5490    1              4              3              1              2              7              5              
Name5491       Surname5491    0              10             1              5              4              0              8              
Name5492       Surname5492    5              3              10             9              9              2              1              
Name5493       Surname5493    3              4              9              3              2              2              2              
Name5494       Surname5494    0              7              9              2              9              6              2              
Name5495       Surname5495    3              4              8              1              6              3              2              
Name5496       Surname5496    3              10             0              6              7              6              4              
Name5497       Surname5497    1              1              9              9              8              5              2              
Name5498       Surname5498    3              9              1              7              0              9              3              
Name5499       Surname5499    5              5              10             7              2              1              9              
Name5500       Surname5500    0              4              0              9              6              4              2              
Name5501       Surname5501    5              4              5              5              8              0              3              
Name5502       Surname5502    3              5              7              9              7              4              5              
Name5503       Surname5503    5              2              5              7              10             5              8              
Name5504       Surname5504    5              6              4              8              10             0              2              
Name5505       Surname5505    7              6              3              9              5              9              3              
Name5506       Surname5506    7              7              0              8              0              9              0              
Name5507       Surname5507    8              6              10             6              7              3              3              
Name5508       Surname5508    3              7              4              1              7              6              9              
Name5509       Surname5509    9              8              8              5              2              1              7              
Name5510       Surname5510    7              3              2              2              5              6              2              
Name5511       Surname5511    7              3              5              10             7              6              1              
Name5512       Surname5512    8              9              8              3              2              9              4              
Name5513       Surname5513    0              4              3              8              7              5              7              
Name5514       Surname5514    8              0              4              2              6              9              8              
Name5515       Surname5515    10             1              6              1              9              4              7              
Name5516       Surname5516    9              9              4              9              7              8              2              
Name5517       Surname5517    3              10             2              0              3              10             10             
Name5518       Surname5518    9              3              10             5              3              6              7              
Name5519       Surname5519    8              9              8              9              2              6              10             
Name5520       Surname5520    0              4              3              9              4              4              4              
Name5521       Surname5521    7              4              4              7              0              10             0              
Name5522       Surname5522    7              4              4              2              1              8              3              
Name5523       Surname5523    7              6              5              2              4              1              9              
Name5524       Surname5524    1              2              10             8              9              5              0              
Name5525       Surname5525    5              2              3              8              6              9              8              
Name5526       Surname5526    3              0              6              5              9              8              4              
Name5527       Surname5527    10             8              7              8              4              7              0              
Name5528       Surname5528    4              3              7              9              0              10             9              
Name5529       Surname5529    6              1              5              0              9              10             0              
Name5530       Surname5530    8              10             7              1              10             3              7              
Name5531       Surname5531    5              8              7              1              2              4              10             
Name5532       Surname5532    6              6              7              9              9              10             6              
Name5533       Surname5533    5              2              0              10             1              7              0              
Name5534       Surname5534    2              1              4              8              2              8              9              
Name5535       Surname5535    2              6              3              9              5              3              9              
Name5536       Surname5536    5              2              1              5              0              0              5              
Name5537       Surname5537    0              0              0              6              5              6              0              
Name5538       Surname5538    8              9              2              1              6              8              8              
Name5539       Surname5539    6              9              2              9              8              7              9              
Name5540       Surname5540    10             9              4              2              9              4              2              
Name5541       Surname5541    9              8              8              9              1              10             5              
Name5542       Surname5542    8              3              10             1              6              6              1              
Name5543       Surname5543    7              8              10             6              1              5              3              
Name5544       Surname5544    2              9              8              4              9              6              10             
Name5545       Surname5545    4              4              4              3              10             3              1              
Name5546       Surname5546    3              2              10             3              7              6              2              
Name5547       Surname5547    1              4              6              10             0              7              10             
Name5548       Surname5548    4              9              6              2              6              8              10             
Name5549       Surname5549    6              6              4              2              5              5              3              
Name5550       Surname5550    5              4              2              7              1              10             4              
Name5551       Surname5551    0              8              9              5              5              3              8              
Name5552       Surname5552    2              9              3              8              2              0              3              
Name5553       Surname5553    9              4              7              7              0              3              9              
Name5554       Surname5554    9              1              5              2              0              8              3              
Name5555       Surname5555    0              7              3              8              10             2              8              
Name5556       Surname5556    10             8              3              4              10             7              2              
Name5557       Surname5557    8              3              3              10             4              9              6              
Name5558       Surname5558    9              1              1              9              0              0              2              
Name5559       Surname5559    3              7              10             4              4              0              7              
Name5560       Surname5560    6              2              5              9              8              7              8              
Name5561       Surname5561    10             9              5              4              10             1              4              
Name5562       Surname5562    6              4              3              0              2              5              4              
Name5563       Surname5563    5              9              9              10             3              6              2              
Name5564       Surname5564    4              8              2              1              7              5              2              
Name5565       Surname5565    4              4              2              4              8              9              7              
Name5566       Surname5566    0              4              3              5              10             4              1              
Name5567       Surname5567    5              5              5              4              4              2              4              
Name5568       Surname5568    9              10             10             4              4              7              8              
Name5569       Surname5569    10             6              1              7              0              1              8              
Name5570       Surname5570    6              5              10             4              7              2              1              
Name5571       Surname5571    7              9              7              2              0              3              6              
Name5572       Surname5572    8              8              0              2              3              2              7              
Name5573       Surname5573    0              6              7              6              1              3              5              
Name5574       Surname5574    2              0              5              6              4              3              4              
Name5575       Surname5575    4              2              5              4              8              7              6              
Name5576       Surname5576    8              2              9              1              10             7              8              
Name5577       Surname5577    0              7              4              7              4              0              7              
Name5578       Surname5578    9              10             8              4              7              9              2              
Name5579       Surname5579    4              0              7              3              5              10             0              
Name5580       Surname5580    9              10             10             5              10             10             4              
Name5581       Surname5581    6              7              9              0              1              6              10             
Name5582       Surname5582    6              2              1              6              2              1              1              
Name5583       Surname5583    5              0              8              10             10             3              8              
Name5584       Surname5584    1              6              6              0              5              7              8              
Name5585       Surname5585    7              3              1              1              1              8              9              
Name5586       Surname5586    1              5              3              4              0              9              2              
Name5587       Surname5587    10             5              2              3              0              10             2              
Name5588       Surname5588    5              5              10             2              1              1              7              
Name5589       Surname5589    2              1              9              5              5              9              10             
Name5590       Surname5590    9              1              9              10             1              1              1              
Name5591       Surname5591    8              0              7              10             10             10             7              
Name5592       Surname5592    7              3              2              2              8              2              7              
Name5593       Surname5593    8              9              6              9              6              8              8              
Name5594       Surname5594    8              1              7              9              2              10             0              
Name5595       Surname5595    8              1              10             4              0              3              1              
Name5596       Surname5596    8              6              3              0              4              9              0              
Name5597       Surname5597    3              8              8              7              9              8              6              
Name5598       Surname5598    7              0              8              0              4              9              9              
Name5599       Surname5599    4              0              8              4              2              9              1              
Name5600       Surname5600    1              6              5              7              4              7              2              
Name5601       Surname5601    8              2              3              7              7              5              7              
Name5602       Surname5602    5              8              10             1              0              4              1              
Name5603       Surname5603    7              0              7              6              6              5              8              
